backend,triple,t1_us,t2_us,ratio,twoq_err,r_coh,idle_ns,cal_age_h,dd_name,p_bare,sem_bare,p_dd,sem_dd,p_zne,sem_zne,p_zne_dd,sem_zne_dd,p_theory,best
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.5368,0.004986439210498811,0.5632,0.004959896773119376,0.6385500000000002,0.007842230151557656,0.6737,0.007808890766299654,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.5066,0.004999564381023611,0.5301,0.0049909316765509824,0.6154000000000001,0.007834358557023031,0.6473,0.007826409489670215,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.4527,0.004977576820100318,0.4768,0.004994614699854234,0.5654499999999999,0.0077547478198842805,0.5995,0.007783010150321019,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.5447,0.004979979016020047,0.5739,0.004945086349094422,0.6521999999999999,0.007831052132376594,0.6831499999999999,0.007794132328232567,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.5136,0.004998150057771375,0.5394,0.004984452226674462,0.6277999999999999,0.007829745078864317,0.6577,0.00782167009020452,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.4604,0.004984293731312392,0.4854,0.004997867945434333,0.5795,0.0077600156572006996,0.6106,0.007790790332180683,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.5171,0.004997075044463511,0.5407,0.004983407569123762,0.62835,0.007834505648092929,0.6583999999999999,0.00782173813803556,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.4909,0.004999171831413679,0.5109,0.004998811758808287,0.6082000000000001,0.007810033642693225,0.6342500000000001,0.007815575906483156,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.437,0.004960151207372614,0.4565,0.004981041557746733,0.5540499999999999,0.007707156722812895,0.5804499999999999,0.007742828601357517,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.4456,0.004970318299666532,0.4562,0.0049807786539857405,0.5600499999999999,0.00773483495299027,0.57835,0.007745534891148578,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.4228,0.004940042105083721,0.432,0.00495354418573207,0.5379499999999999,0.007667798233521797,0.5533,0.007684256047269637,0.7812499999999999,ZNE+DD
generic_backend_3q,0-1-2,174.41545932018934,143.97066976388854,0.4127233627255177,0.0013845564872180657,31.790026003331683,1240.314,nan,CPMG2,0.3815,0.004857548249889033,0.3872,0.0048711000810905125,0.4888,0.007521077283208837,0.49865,0.007537889210515103,0.7812499999999999,ZNE+DD
FakeBrisbane,0-1-2,207.1357440297392,179.015973384707,0.4321223606848972,0.007253518802722486,10.113896801395875,3540.0000000000005,11947.78886716139,CPMG2,0.545,0.004979708826829135,0.5416,0.004982664347515293,0.6585000000000001,0.00782408301336329,0.65025,0.00783191303258661,0.7812499999999999,ZNE
FakeKyoto,0-1-2,158.08439605962664,48.352055182863964,0.15293114433832677,1.0,2.722525629665763,3480.0,20691.739792246943,CPMG2,0.1287,0.0033486760070212825,0.1265,0.003324120184349537,0.13090000000000002,0.005286956355030747,0.12890000000000001,0.005247306118381126,0.7812499999999999,ZNE
FakeSherbrooke,0-1-2,295.24920560567614,204.34722691553887,0.3460588937002212,0.008141131614989111,13.976813611380182,2837.3333333333335,11947.712644186946,CPMG2,0.5718,0.004948179059007465,0.5672,0.004954635809017652,0.6784999999999999,0.0077999235252661295,0.6736,0.007807301198237455,0.7812499999999999,ZNE
ibm_kingston,0-1-2,256.90538666450124,248.43037432460696,0.48350557680022105,0.0010406017938780904,92.42201425766626,500.00000000000006,0.8448491244444444,CPMG2,0.7,0.0045825756949558405,0.7087,0.004543614310216042,0.7325499999999998,0.007283203261615043,0.7321,0.0072141998516814035,0.7812499999999999,ZNE
ibm_kingston,14-15-16,239.08411891217176,264.90584421310547,0.554001339399752,0.00450313124372656,43.97507374055535,3636.0000000000005,0.8519683391666667,CPMG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812499999999999,BARE
ibm_fez,0-1-2,185.37144896165265,150.2935277945103,0.4053847791457928,0.005980485829309948,62.00228044327984,460.00000000000006,0.5279698280555556,CPMG2,0.1922,0.003940293897668041,0.3581,0.004794417482864837,0.22144999999999998,0.006150521827454968,0.48000000000000004,0.007365485421884969,0.7812499999999999,ZNE+DD
ibm_fez,14-15-16,229.23860533621135,120.64386305941362,0.26314037045041355,0.00227784088537919,22.095945615277216,3312.0,0.5283461675000001,CPMG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812499999999999,BARE
ibm_marrakesh,0-1-2,189.63653354479408,132.87968162999815,0.3503535925966782,0.0019762556103893186,47.12045447872275,520.0,0.2890752208333333,CPMG2,0.6535,0.004758547572526727,0.6518,0.004763997900923131,0.7745,0.007550012417208332,0.7644500000000001,0.00756176002991367,0.7812499999999999,ZNE
ibm_marrakesh,14-15-16,192.63045577376636,74.34214906969207,0.19296571970167256,0.003322797910809805,11.451347669391877,3888.0,0.28955449555555557,CPMG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812499999999999,BARE
